,0
UBSAN_SANITIZE_ALL,0.17636404279180903
nbyes,0.16369464872745082
MODULES,0.09204500051451266
BLK_MQ_PCI,0.08522250327196498
STRICT_MODULE_RWX,0.06828492280450559
GCOV_PROFILE_ALL,0.06684454361940217
KASAN_OUTLINE,0.052526791763156694
KASAN,0.049132632657436205
UBSAN_ALIGNMENT,0.02972256086884452
nbno,0.024366636522294923
KCOV_INSTRUMENT_ALL,0.01549687880152658
MII,0.01514753043706632
MDIO,0.009573414996564044
SCSI_ISCSI_ATTRS,0.008757893129716239
PHYLIB,0.006063190191368858
UBSAN_NULL,0.005016917055323272
DRM_I915,0.00409567636036281
NET_RX_BUSY_POLL,0.004060329404803891
IOSCHED_NOOP,0.0036577954613155545
DQL,0.0030807057334433486
NET,0.0029690743805561677
DRM_AMDGPU,0.0029024784614242838
MAY_USE_DEVLINK,0.0025558125437667527
DRM_TTM,0.0024870834023536944
SBITMAP,0.0024591742963501503
DRM_NOUVEAU,0.002437594522854825
nbmodule,0.0023588705399469356
BLOCK,0.0022744635985205842
GRO_CELLS,0.002272711513983065
DRM_RADEON,0.0021044787134155483
PRINTK,0.0020675195500918678
BQL,0.0020386135220321006
SG_POOL,0.002030333907960486
FB_DDC,0.001989782394330315
INTEL_GTT,0.0019434359813924563
OCFS2_FS,0.001936718267833353
PRINTK_NMI,0.0019074353734822949
CC_OPTIMIZE_FOR_SIZE,0.0018293337143364735
CHELSIO_LIB,0.0017614802816809977
DRM,0.0017252666637431358
DRM_GMA600,0.0015771928492012107
DRM_KMS_HELPER,0.0015009780175997197
READABLE_ASM,0.001403280213669026
INET,0.0014021443458829888
NLATTR,0.0012889309773592686
DRM_PANEL_BRIDGE,0.001216421832665934
DYNAMIC_DEBUG,0.0012006230215431792
BTRFS_FS,0.0011572432523215728
RANDOMIZE_BASE,0.0011063471173070767
DRM_MIPI_DSI,0.0010739979836067017
DRM_PANEL,0.0010706799078582109
BLK_SCSI_REQUEST,0.0010441142194523771
XFS_FS,0.0010116202511596473
XOR_BLOCKS,0.000997972503908607
DRM_AST,0.0009206898856849248
FUNCTION_TRACER,0.0009080538560721795
DRM_BRIDGE,0.0009049510621813383
JBD2,0.0008926148317292094
DST_CACHE,0.0008559245888867508
MMU_NOTIFIER,0.0008414801818137292
X86_NEED_RELOCS,0.0008227512904707557
USB_ETH_RNDIS,0.0008178129464949334
ETHERNET,0.0007984461876146052
RAID6_PQ,0.0007900750213890317
MDIO_THUNDER,0.0007188537608599124
DRM_GMA500,0.0007122633014049302
NET_VENDOR_CHELSIO,0.0007113705521581583
MAC80211,0.0007060371293243761
ISCSI_BOOT_SYSFS,0.0006910584103573114
HAVE_NET_DSA,0.0006867082010463282
BNX2X,0.0006769280147477726
NET_IP_TUNNEL,0.000662457858523958
GENERIC_TRACER,0.0006567610862655271
DRM_AMDGPU_USERPTR,0.0006486681204989611
FS_IOMAP,0.0006238789613222359
AD5764,0.0006218154158426748
FSCACHE_STATS,0.0006152259865994399
