,pvalue,ttest
REGULATOR_MAX8660,3.754241429222758e-108,22.121470670622728
RFKILL_GPIO,3.6530584021765e-108,22.12270971851731
I2C_RK3X,3.5572019137426964e-108,22.123915547857163
ARCNET_COM90xxIO,3.357574120576674e-108,22.126534431983856
MFD_88PM800,3.302071662778371e-108,22.127290204683455
IRNET,2.71308766622678e-108,22.136196082891995
IIO_KFIFO_BUF,2.6758116667676742e-108,22.13682308735105
PCF50633_GPIO,2.529605131417693e-108,22.13936950316675
USB_SWITCH_FSA9480,2.464909694130217e-108,22.14054351501768
SND_AD1889,2.236008879006303e-108,22.14495944338501
GRO_CELLS,2.1928182845718162e-108,22.14584308635769
NET_IPGRE,2.1811690784020147e-108,22.146084394277164
SCSI_ISCI,2.0651973777552503e-108,22.148559353590986
SCSI_AM53C974,1.892391660673324e-108,22.152517273437528
IPV6_MIP6,1.8741257071434703e-108,22.1529565384895
BLK_DEV_DAC960,1.838498490849748e-108,22.15382574398956
SENSORS_MAX16064,1.7896129798722328e-108,22.15504617679455
SND_SOC_TS3A227E,1.6427158312436007e-108,22.15892436304855
USB_SIERRA_NET,1.5126892653649546e-108,22.16265762341945
VIDEO_SAA7146,1.4871936535763144e-108,22.163427096487624
CHELSIO_T4VF,1.4038922068235415e-108,22.16603625820564
SND_LAYLA24,1.3300721925963825e-108,22.16848096778487
SSB,1.3201713047492455e-108,22.16881911354911
MTD_ESB2ROM,9.383303603136889e-109,22.184265022306064
NFC_MRVL,6.0373670886447305e-109,22.2041989577025
COMMON_CLK_SI514,5.010810170420036e-109,22.212618600509497
IIO_HRTIMER_TRIGGER,4.891427653326599e-109,22.213707740143324
SND_CTXFI,4.583125015591441e-109,22.216648016896446
SCSI_CXGB4_ISCSI,4.376820186589724e-109,22.21872794721046
SND_SOC_WM8711,4.074991703153342e-109,22.221954301097185
GPIO_LP3943,3.8455165483732357e-109,22.22457106653861
EDAC_IE31200,3.4031470844526085e-109,22.230087387687085
EFI_TEST,3.386992830671853e-109,22.23030213915844
TPS65010,2.6674231102431086e-109,22.241078682674388
INTEL_IOATDMA,2.5776411309074413e-109,22.242623167381094
DCA,2.5776411309074413e-109,22.242623167381094
IIO_TRIGGERED_BUFFER,2.559716478151236e-109,22.24293794051357
SND_SOC_TLV320AIC23_I2C,2.4884684839571117e-109,22.244211255604238
MEDIA_SUPPORT,2.0639022243883218e-109,22.252647478739263
INET_XFRM_MODE_TUNNEL,2.0193301843922516e-109,22.25363185549128
MFD_TI_LP873X,1.8039489868503102e-109,22.258716483228817
GPIO_TPS65912,1.7960694116028396e-109,22.25891380515235
USB_NET_DRIVERS,1.6514534647430185e-109,22.26269737929486
TIGON3,1.5772622910620622e-109,22.26476886006165
ACPI_DEBUG,1.446424041662432e-109,22.268670919505425
SND_RME9652,1.2670626455051877e-109,22.27463529268717
CAN_SJA1000,1.2013232716950404e-109,22.277035035440186
TCG_TIS_I2C_INFINEON,8.854698418783033e-110,22.29077072859903
MEDIA_TUNER_MT20XX,8.544111442106367e-110,22.292377881012428
GPIO_AXP209,8.318438908272555e-110,22.293582643997386
SND_SOC_INTEL_BXT_DA7219_MAX98357A_MACH,7.364178451054282e-110,22.299065934970123
SENSORS_HDAPS,7.288964257283253e-110,22.299527860373786
SND_SOC_MAX98927,6.869672977954253e-110,22.302193432138527
UIO,6.134374482915014e-110,22.307286074629985
SERIO_PARKBD,4.7657150751053356e-110,22.318638805089865
SND_MIA,4.5192964393012716e-110,22.321025507219826
EXTCON_MAX77693,4.236537744454214e-110,22.32392968962529
SCSI_SNIC,3.645508975275772e-110,22.330681922763194
GCC_PLUGIN_RANDSTRUCT_PERFORMANCE,3.430692462794581e-110,22.33341072435687
COMEDI_NI_LABPC,3.3768608284341045e-110,22.33412127271115
ETHOC,2.226005073803543e-110,22.352836069790406
W1_SLAVE_DS2406,2.0932854326785465e-110,22.355595414512454
SND_VIRTUOSO,2.0879995296344955e-110,22.35570889693586
DRM_PANEL_JDI_LT070ME05000,1.650066088515191e-110,22.366271642796665
CHARGER_BQ24257,1.3748982580055012e-110,22.374454727877588
SND_AU8820,1.0210353463339888e-110,22.387795469351094
SCSI_INIA100,8.771293955628005e-111,22.3946034462911
CRYPTO_CRC32,8.752664079293585e-111,22.394698715172257
CAIF_USB,6.691314887961042e-111,22.40672824877473
SYSV_FS,6.597117684655493e-111,22.407363152540007
L2TP_DEBUGFS,6.5363118993208405e-111,22.407777816423074
MFD_SI476X_CORE,5.973966405928729e-111,22.411806034257285
NATIONAL_PHY,5.6331255728605494e-111,22.414436141420587
SENSORS_ADM1275,5.1624576309894946e-111,22.418341868545728
INET_XFRM_MODE_TRANSPORT,5.1041014993025315e-111,22.41885070957338
MFD_RETU,4.925536664067999e-111,22.42044457760386
INTEL_MIC_X100_DMA,4.2350613185696815e-111,22.427203305062605
GPIO_ADP5588,4.185572260254525e-111,22.427729220623316
REGULATOR_DA9210,4.166234762564339e-111,22.42793640652833
SCSI_SYM53C8XX_2,3.4973886121962535e-111,22.435764596787312
LEDS_LT3593,3.2985363409027296e-111,22.438382594826933
MLX4_EN,3.2138497048608592e-111,22.439545720172987
HID_SENSOR_MAGNETOMETER_3D,3.120878980532664e-111,22.440858382643295
IPDDP,2.8509257863419e-111,22.44490350408123
NET_DSA_SMSC_LAN9303,2.71293410935791e-111,22.447121489510536
SND_SOC_ES8316,2.6690004834524294e-111,22.447851338640973
NET_VENDOR_EMULEX,2.5217378333443613e-111,22.450388299204473
IP_DCCP,2.4008655981263183e-111,22.45258366853923
MFD_TPS65218,2.259318241090119e-111,22.455299320529825
ACPI_PROCESSOR_IDLE,2.1582874737312065e-111,22.457343593452855
ACPI_CPU_FREQ_PSS,2.1582874737312065e-111,22.457343593452855
CAN_BCM,1.4337675161031884e-111,22.475612238139995
TPS6507X,1.1165006071661828e-111,22.486776174999143
NFC_MICROREAD,9.225559337668185e-112,22.49528949566647
MXC4005,8.9197327326659e-112,22.49679330485057
SRF04,8.270961400393312e-112,22.500161509927867
SERIO_RAW,7.74654091035909e-112,22.50308279729889
EXTCON_MAX14577,7.266531208768592e-112,22.505935179916467
PINMUX,7.0579215234222465e-112,22.50723393409947
SERIAL_JSM,7.043671984738021e-112,22.507324041276547
W1_SLAVE_SMEM,6.928321771987879e-112,22.50806022913992
NFC_PN533_USB,6.820237737435856e-112,22.508761229766574
PINCTRL,6.55983519029692e-112,22.510496725462303
PINCONF,6.1337057851420155e-112,22.51349077475918
GENERIC_PINCONF,6.1337057851420155e-112,22.51349077475918
INTEL_SOC_PMIC_BXTWC,5.7090787665180725e-112,22.516688330914917
ACPI_CONTAINER,5.695619121080386e-112,22.516793526333416
MARVELL_PHY,5.044712382995736e-112,22.52220141871936
REGULATOR_TPS6105X,4.5172657071430165e-112,22.527121453663717
I2C_SIMTEC,4.345621290161056e-112,22.528847060982233
INPUT,4.200327481042995e-112,22.53036177660063
SCSI_ESAS2R,3.9716721369426326e-112,22.532854825337914
MFD_PCF50633,3.7793283228441533e-112,22.53506552298441
SND_SOC_FSL_ESAI,3.1765037595270465e-112,22.542802262778427
DP83848_PHY,3.0299156616972605e-112,22.544905412886592
AXP288_FUEL_GAUGE,2.8996135133259495e-112,22.546861979653013
NFC_NXP_NCI,2.3310639273688e-112,22.556574059736857
INET6_ESP,2.0760635347111085e-112,22.561727678470476
SMC,1.7776310245553115e-112,22.568629546505907
RDS,1.7472839226582004e-112,22.569395203069316
MDIO_BITBANG,1.5946970791123697e-112,22.573457990487263
W1_SLAVE_DS28E04,1.0738760525001093e-112,22.59102997173724
SPI_PXA2XX_PCI,1.0358710274264273e-112,22.59263056125156
SPI_PXA2XX,1.0358710274264273e-112,22.59263056125156
SND_SOC_INTEL_SKL_RT286_MACH,9.537744438686582e-113,22.59629804765367
SND_SOC_ES8328,9.284002121072151e-113,22.597495575745466
CAN_C_CAN_PCI,8.90032008872959e-113,22.599369862955772
XILLYBUS,8.680029109620557e-113,22.60048277542541
DQL,8.099697781675187e-113,22.603555289084376
BQL,8.099697781675187e-113,22.603555289084376
SND_SOC_MSM8916_WCD_DIGITAL,7.743277638255293e-113,22.60555321893115
IIO_ST_LSM6DSX,6.917521876288271e-113,22.61055896744051
NFC_FDP,6.379634761240617e-113,22.61415152089398
MTD_CK804XROM,5.6164608474639e-113,22.61980501458868
MEGARAID_SAS,5.455061125111512e-113,22.62109863510949
CHARGER_MAX14577,4.966600314442163e-113,22.62526004190489
ADFS_FS,4.6607801378952205e-113,22.628078861167705
MMA9553,4.2016178988820803e-113,22.632678216054362
XILLYBUS_PCIE,3.557403232137543e-113,22.64005733265102
INET_XFRM_MODE_BEET,3.373281960514065e-113,22.642413020601577
AXP20X_POWER,3.2426172808791504e-113,22.64416397474684
BLK_DEV_UMEM,2.6785469808834314e-113,22.652632299714828
NET_9P_RDMA,2.1582655652728022e-113,22.66219861469553
NFC_ST_NCI_I2C,1.4616223304294853e-113,22.679452779655136
NET_RX_BUSY_POLL,1.461309759508073e-113,22.679462244118337
NLATTR,1.461309759508073e-113,22.679462244118337
NET,1.461309759508073e-113,22.679462244118337
MFD_RT5033,1.3083218162792462e-113,22.68435549399908
SCSI_AACRAID,1.1315349942362149e-113,22.690777349395354
SCSI_PM8001,9.491488363021284e-114,22.698550216202165
IAQCORE,6.791590019682256e-114,22.71334490660712
MFD_WM8994,6.0941465913302375e-114,22.71813238325301
APDS9802ALS,5.8478439268345325e-114,22.719954910542523
INET6_XFRM_MODE_ROUTEOPTIMIZATION,5.361212743969549e-114,22.723792607822578
SCSI_AIC94XX,4.8223250175324e-114,22.7284709512125
IDEPCI_PCIBUS_ORDER,4.685698573033061e-114,22.729740078098246
SCSI_HPSA,3.875732328492254e-114,22.7381184795953
MTD_BLOCK,3.39889304371166e-114,22.74391264747349
NVME_RDMA,3.372823025228982e-114,22.744252424160567
MLX5_CORE,3.248935644401408e-114,22.74590375659251
CRYPTO_LZO,2.6690900643516758e-114,22.754576651595944
EEPROM_93CX6,2.6573836912934482e-114,22.754770531563373
UNIX_DIAG,2.2055256445649994e-114,22.762989759807127
MFD_BCM590XX,2.162464084423751e-114,22.763859135323134
INET6_XFRM_MODE_TUNNEL,1.6857282665034853e-114,22.774837346981062
KXSD9_I2C,1.512622292000593e-114,22.77961194172701
SCSI_3W_9XXX,1.4565053654895775e-114,22.78127758566097
LEDS_USER,1.3964133771286832e-114,22.78313378146131
SND_SOC_ZX_AUD96P22,1.2570192732287982e-114,22.787766199997378
HID_SENSOR_DEVICE_ROTATION,9.294690143683696e-115,22.801058950823794
MFD_MAX14577,8.318939054574424e-115,22.80594061355594
GPIO_PCF857X,6.1072243956694185e-115,22.819538628041517
PD6729,6.046115210612505e-115,22.819980953886958
SND_SOC_CS4270,5.880284183127821e-115,22.821204151487546
HID_SENSOR_HUMIDITY,5.606977743331472e-115,22.823297282504587
QUOTA_TREE,4.7169512769082925e-115,22.83089752727745
CRYPTO_GHASH,4.438584630604685e-115,22.83357152673733
SENSORS_LTC2978,4.156845879635616e-115,22.836454074544175
MLXSW_CORE,4.110842141342044e-115,22.836943204102884
SENSORS_APDS990X,4.032647462015932e-115,22.8377872730065
TCG_TIS_ST33ZP24_I2C,3.742857108874469e-115,22.841064570343455
REGULATOR_ISL9305,3.4431807258609683e-115,22.84473155626015
SND_VX222,3.28333786156996e-115,22.846820010953866
ARCNET_COM90xx,2.542594873034161e-115,22.858049878515015
BATTERY_DA9150,1.8960686859489843e-115,22.870930119363067
MEDIA_TUNER_XC4000,1.8099325282530487e-115,22.872970488425036
COMMON_CLK_VC5,1.733844671373367e-115,22.874855133439542
MFD_TPS65912,1.6056478127134268e-115,22.878225484317163
CHARGER_BQ25890,1.544151964403732e-115,22.879938791545715
SENSORS_MAX197,1.356899561342663e-115,22.885609330798726
SND_SOC_INTEL_BYTCR_RT5640_MACH,1.3321667523834346e-115,22.886416141828846
I2C_PCA_PLATFORM,1.2703125976078017e-115,22.88850122798561
MISDN_IPAC,1.183834824953673e-115,22.891592918020812
SENSORS_TSL2550,1.0738986072656955e-115,22.8958661371321
HX711,8.997495922771988e-116,22.903621699392335
FB_AUO_K1900,8.214972998897138e-116,22.907608961574827
STK3310,8.094945516099082e-116,22.90825389504507
ARCNET_1051,8.000742735357934e-116,22.908766787711055
INTEL_MENLOW,5.948661953612119e-116,22.921748823424714
DCDBAS,5.894026853000414e-116,22.922152878885385
MEDIA_TUNER_XC5000,5.574736693091177e-116,22.924591650437918
MFD_TPS65912_I2C,3.45434170175771e-116,22.945538874187235
BATTERY_RT5033,2.704469519676863e-116,22.95624240587789
EDAC_I5100,2.67975896204747e-116,22.95664376710049
NET_IPIP,2.66803503854973e-116,22.95683548681493
BLK_DEV_PLATFORM,2.587522493307386e-116,22.95817526296831
ASUS_WMI,2.486207648081675e-116,22.959921600587762
ISCSI_BOOT_SYSFS,2.4575650537109503e-116,22.960428197438706
BCM87XX_PHY,2.231243412763269e-116,22.96465158487784
SCSI_MVUMI,2.0232176039169326e-116,22.968929180026315
MMA9551,1.6987110121924097e-116,22.976568051026828
BLK_DEV_RSXX,1.389985549752727e-116,22.98532931452123
MXC6255,1.0467696155091468e-116,22.99771079846935
XFRM_USER,7.695319537986002e-117,23.0111369596904
MFD_DA9062,7.622019561801183e-117,23.011554477856865
TCG_TIS_ST33ZP24,6.686591791775332e-117,23.017265676055338
SND_ENS1371,6.3084706718251705e-117,23.019804269302025
INET_ESP,6.01664417341844e-117,23.021869602379965
IPX,5.363781922708636e-117,23.026877432696438
CHELSIO_T3,5.329096264179622e-117,23.02716025729492
SENSORS_ZL6100,5.1215627427844796e-117,23.02889184023936
TORTURE_TEST,4.9455173221084125e-117,23.030416513798876
SERIO_PS2MULT,4.905612191021229e-117,23.03076964739295
I2C_PARPORT_LIGHT,4.834496374386084e-117,23.031406142219378
W1_SLAVE_DS2423,4.543445262810535e-117,23.034112311460795
RFD_FTL,4.2240132645919574e-117,23.037289156794856
MFD_TPS65086,3.752443489327831e-117,23.04244695593555
SND_SOC_CS4271,3.3245487431877524e-117,23.047720993396943
SND_I2S_HI6210_I2S,3.296429052062376e-117,23.04809096088751
SND_ATMEL_SOC,3.0602237432835645e-117,23.051329135256758
BMG160,2.8480301713416738e-117,23.054458382595495
W1_SLAVE_DS2438,2.526927394023673e-117,23.059666600281453
MFD_LP3943,2.1747641806999526e-117,23.066199376179807
SND_SOC_PCM512x,2.063741516823367e-117,23.068479772225487
TPS6105X,1.747117271252154e-117,23.075726590522113
VGA_ARB,1.6024045246045845e-117,23.079487701340977
HID_SENSOR_INCLINOMETER_3D,1.5783643159773812e-117,23.08014520044675
GPIO_TPIC2810,1.3449868903335163e-117,23.08710366199142
SND_SOC_PCM179X,1.2169733137636099e-117,23.091452276915447
CRYPTO_ECHAINIV,1.069550603730069e-117,23.097065402136813
EDAC_I3000,9.95699832916999e-118,23.10017496955324
EDAC_I3200,9.464849560059125e-118,23.10237780528001
MEDIA_TUNER_XC2028,9.360122692042489e-118,23.102861294349328
SND_SOC_WM8804,8.660240604461716e-118,23.10623807245542
CRYPTO_CRCT10DIF_PCLMUL,6.268658335545114e-118,23.12027513456879
BLK_DEV_SKD,5.5900625054983656e-118,23.125249454583525
W1_SLAVE_DS2781,5.429166961114575e-118,23.126517257085467
BLK_DEV_PCIESSD_MTIP32XX,5.103137786201341e-118,23.129205467073056
BCH,4.65019466845405e-118,23.133239434203638
LKDTM,2.5716248726164555e-118,23.158932644949243
GENERIC_ADC_BATTERY,2.4772680081057094e-118,23.16055307439771
SND_SIMPLE_CARD_UTILS,1.994668241594111e-118,23.169943528375516
PPS_CLIENT_KTIMER,1.8837031531832619e-118,23.172423498866458
X86_VSMP,1.7672075425616556e-118,23.17518915640231
BLK_DEV_CMD640,1.628644945638553e-118,23.17872605680824
NET_VENDOR_CHELSIO,1.435080219195482e-118,23.184205753526477
GPIO_MAX730X,1.367339913791752e-118,23.18629952805145
PPP_MPPE,1.3609730063226922e-118,23.18650161830668
CHARGER_BQ24735,1.303170134173249e-118,23.188380723341922
EDAC_I5000,1.278394467182306e-118,23.189211762965893
AD5380,1.238187277519555e-118,23.190595250506714
MFD_DA9150,1.031998505465961e-118,23.198479534387833
TMP007,1.0249165931814555e-118,23.198777537386654
SATA_AHCI_PLATFORM,9.7962883135906e-119,23.20073324006834
HTS221,6.894326801743981e-119,23.215930310039916
INPUT_MATRIXKMAP,6.117497583147317e-119,23.221099499340976
MTD_SCB2_FLASH,5.191151697174748e-119,23.22819759728239
MDIO_DEVICE,4.8971571794963233e-119,23.230717365762874
MFD_MAX77693,4.7211078751393064e-119,23.23229957935414
SENSORS_ASPEED,4.4885185618710114e-119,23.234482733878423
MEDIA_TUNER_TDA8290,4.4764341742669044e-119,23.234599226955428
ARCNET_RIM_I,3.774706005612119e-119,23.241965700865077
EEEPC_LAPTOP,3.4146599651626786e-119,23.246295598790446
MMC_BLOCK,3.058454144147155e-119,23.251053219793988
HW_RANDOM_VIRTIO,2.6957456639186426e-119,23.256503492393293
BT_HCIBTSDIO,2.6097681729179445e-119,23.257902762743427
ICS932S401,2.60624859556687e-119,23.25796101925773
EDAC_I5400,2.5470164965873144e-119,23.258953396967406
COMEDI_NI_TIOCMD,2.098893880603839e-119,23.267305112100576
PINCTRL_BROXTON,1.6888204736090322e-119,23.276683415444577
MFD_TI_LMU,1.4551141796657056e-119,23.283107156087787
W1_SLAVE_DS2780,1.0597379515439402e-119,23.29677562617336
VIRTIO,9.442078506927536e-120,23.30174984218419
SAMSUNG_Q10,7.664106567372938e-120,23.310737540816028
EDAC_X38,7.169458120493609e-120,23.313611025425036
BATTERY_BQ27XXX_I2C,6.58520809135204e-120,23.31727157976696
TERANETICS_PHY,6.133615555046863e-120,23.32033042544971
COMEDI_PCI_DRIVERS,5.467251508108626e-120,23.325281519260987
MFD_ARIZONA_I2C,5.1960032033990344e-120,23.327471837416475
BE2NET,4.412743344730135e-120,23.334503460282974
SENSORS_IR35221,3.9979761754201455e-120,23.338750360213606
ZPA2326_I2C,3.8206587679789106e-120,23.340701940872417
PPP_DEFLATE,3.2293362789761645e-120,23.347934044033003
SERIO_ARC_PS2,3.1353013411121e-120,23.34920484274144
SENSORS_PC87427,3.0831548319241965e-120,23.349926056832032
PCI_IOV,2.971962561090601e-120,23.351505453252464
I2C_MLXCPLD,2.9053051417911022e-120,23.352480798891403
SERIAL_8250_EXAR,2.6373153304430288e-120,23.356641454734188
GP2AP020A00F,1.8894513057478992e-120,23.370972699506694
DHT11,1.523065719782925e-120,23.380231942537264
DAVICOM_PHY,1.4534127451963605e-120,23.38224218268139
PINCTRL_CHERRYVIEW,1.423940686185406e-120,23.38312188908731
APDS9300,1.2014182250554564e-120,23.39041745481435
EDAC_I7300,1.0937651311826974e-120,23.3944469898952
PPS_CLIENT_GPIO,8.765245591293617e-121,23.40394829917888
SND_SOC_TLV320AIC23,7.311665943037048e-121,23.411726324525468
SND_VX_LIB,6.501608462993544e-121,23.41676186732666
IIO_ST_LSM6DSX_I2C,5.883262981419644e-121,23.421046803331905
INPUT_EVBUG,5.547609730587648e-121,23.42356516226357
ARCNET_RAW,4.691123311021999e-121,23.430752748298858
NVME_TARGET_FC,4.3796121148821844e-121,23.433697185067036
GPIO_MAX7300,3.6815040657738162e-121,23.44113631676799
INPUT_EVDEV,3.2301493972254612e-121,23.44673829031835
SENSORS_MAX34440,2.89112987844454e-121,23.45148638467152
CM36651,2.66003446489971e-121,23.455053151400588
SENSORS_UCD9200,2.5252768184854033e-121,23.457278714836864
INET6_XFRM_MODE_TRANSPORT,2.5016521116574914e-121,23.45768106716567
SENSORS_GPIO_FAN,2.2617952896446658e-121,23.46199521287286
IDE_GD,2.154129899537565e-121,23.46408248372378
BMP280,2.1358176546052925e-121,23.464447832970848
HID_SENSOR_ALS,1.930614092665455e-121,23.46877012117734
FONT_SUPPORT,1.8613159676346348e-121,23.470334093854216
BACKLIGHT_CARILLO_RANCH,1.1315741371863264e-121,23.491616786111432
JFS_FS,1.0311975632181378e-121,23.495587014694618
COMEDI_NI_TIO,9.478783840698508e-122,23.499187426060747
MTD_RAM,7.540407433494828e-122,23.508961572468333
I2C_OCORES,4.905960270020048e-122,23.52731416586669
STREAM_PARSER,4.203840558635567e-122,23.53390549731916
AF_KCM,4.203840558635567e-122,23.53390549731916
IIO_ST_GYRO_3AXIS,3.6150607466599285e-122,23.540343044575106
INET6_XFRM_MODE_BEET,3.4022548199557755e-122,23.542930985037206
SENSORS_ISL29028,3.1720978299631866e-122,23.545918474916444
USB_USBNET,3.0630575971126697e-122,23.54741024141627
JSA1212,2.8863836916366864e-122,23.549943645560045
NLS_UTF8,2.175390467812345e-122,23.56199932615429
HP_ACCEL,1.7420444116673618e-122,23.57146533318029
CHARGER_SMB347,1.5909234550453223e-122,23.57533099067291
INFINIBAND_MTHCA,1.3266553234078847e-122,23.583067425546062
BATTERY_GAUGE_LTC2941,1.157809752809504e-122,23.588863457704246
SONY_LAPTOP,1.133289391548915e-122,23.58977471879713
BE2ISCSI,1.0781692610767331e-122,23.591897167214366
FTL,8.828515592148705e-123,23.600403084874003
BROADCOM_PHY,8.281096872312152e-123,23.603126698359254
IPV6_SIT,7.71982841462203e-123,23.60611256076705
MFD_AXP20X_I2C,7.704969646782795e-123,23.606194520719598
MFD_AXP20X,7.704969646782795e-123,23.606194520719598
INFINIBAND_RDMAVT,7.262881331591644e-123,23.608708088907758
PINCTRL_AMD,6.754423804918272e-123,23.61179514681899
USB_NET_CDC_NCM,6.566244974239063e-123,23.612996854498437
IIO_ST_MAGN_3AXIS,6.43425380384752e-123,23.61386044190031
INFINIBAND_SRP,5.8707796415792536e-123,23.617757693621886
INET_IPCOMP,5.649075096778799e-123,23.61939448957186
INET_XFRM_TUNNEL,5.649075096778799e-123,23.61939448957186
TMP006,5.1943398489942264e-123,23.622962396737712
MCP3422,5.113655855438491e-123,23.623627899606895
VMD,4.7396564419510955e-123,23.626856319676673
PA12203001,4.052670004671285e-123,23.6335111004611
OPENVSWITCH,3.9713438064988254e-123,23.634372468867166
EDAC_E752X,3.590438663827999e-123,23.63865646539906
SND_SOC_SSM4567,3.563044855723955e-123,23.63898184025781
SND_SOC_ADAU_UTILS,3.4460082997829834e-123,23.640400681541255
SND_SOC_ADAU1761,3.4460082997829834e-123,23.640400681541255
SND_SOC_SIGMADSP_REGMAP,3.4460082997829834e-123,23.640400681541255
SND_SOC_ADAU17X1,3.4460082997829834e-123,23.640400681541255
NVME_TARGET_LOOP,3.149293441751023e-123,23.64422524385579
SENSORS_TPS40422,2.7218474703144896e-123,23.650419955483947
EFS_FS,2.6822208095523e-123,23.651042694511386
INPUT_MOUSEDEV,2.618811420695878e-123,23.652058547067867
CAN_VCAN,2.5967821447915503e-123,23.652417224028994
PPPOE,2.0640424007327365e-123,23.662164147669646
SND_SOC_PCM3168A,1.914927301956804e-123,23.665346517931592
SI7020,1.825015719237148e-123,23.667387238067263
MTD_BLOCK2MTD,1.681512705052313e-123,23.67086200418396
W1_SLAVE_DS2431,1.605476749071025e-123,23.672825131028663
ARCNET_CAP,1.1910962286279842e-123,23.685487074367455
VL6180,1.119716578152373e-123,23.68810723569694
CHARGER_PCF50633,1.1081959044837468e-123,23.68854570199111
NET_MPLS_GSO,9.873412989178059e-124,23.693440722282215
CHARGER_BQ2415X,9.785867072585367e-124,23.693818231928432
SERIAL_8250_MOXA,9.165120004802539e-124,23.696595812516737
SENSORS_IBMAEM,9.110352750165041e-124,23.696849824811327
SM_FTL,9.09381781572742e-124,23.69692681401035
HID_SENSOR_ACCEL_3D,8.139994701549439e-124,23.701622354193628
MAX9611,6.9243702973903976e-124,23.708474787678576
SENSORS_PMBUS,6.058348002677e-124,23.714133882080073
GFS2_FS,5.593878270169526e-124,23.717511692916947
NFTL,5.350758870862685e-124,23.71939317000861
CM3323,4.513362601065121e-124,23.72659837825578
PVPANIC,3.976770705002171e-124,23.73195539548172
COMEDI_ADDI_WATCHDOG,3.76737126389298e-124,23.73424443557866
HDC100X,2.6308812337705685e-124,23.749433229423577
SENSORS_MAX8688,2.2614168203253896e-124,23.75583177094786
CM3232,2.248994552833562e-124,23.756064644283473
INPUT_JOYDEV,2.011512987981367e-124,23.76078210566565
EXT3_FS,1.2788073645985966e-124,23.779920433569224
BACKLIGHT_PCF50633,1.014725201248691e-124,23.789687845645357
VIDEO_V4L2,9.110899733981517e-125,23.79423562008591
SENSORS_SHT15,9.07871927817601e-125,23.794384972829903
CAN_GW,6.407781935341261e-125,23.809087222675686
UIO_PDRV_GENIRQ,6.339196650452498e-125,23.80954116698185
EDAC_I82975X,6.048283418235314e-125,23.811522754209307
DEFAULT_CFQ,5.220903050590751e-125,23.81772678832222
IOSCHED_CFQ,5.220903050590751e-125,23.81772678832222
SCSI_BNX2_ISCSI,4.759530776372392e-125,23.821628007845188
ISL29125,4.6984237849152743e-125,23.822172822141848
HID_SENSOR_PROX,4.6192405665241065e-125,23.822889417513142
USB_NET_CDCETHER,4.1943611447449074e-125,23.82695706747822
TCS3472,3.6371223118016164e-125,23.832965151878632
GPIO_MAX732X,3.606976216876645e-125,23.83331590079753
NFC_S3FWRN5_I2C,3.561477570400761e-125,23.833850856715973
NFC_S3FWRN5,3.561477570400761e-125,23.833850856715973
PACKET,2.905994719638799e-125,23.842420800451404
SERIO_I8042,2.724825411269944e-125,23.845132360918736
CRYPTO_CCM,2.7042690892794846e-125,23.845451330533972
GPIO_PCA953X,2.4643332737142556e-125,23.849364471672576
PPP_BSDCOMP,2.0983073457476214e-125,23.85613504431588
CICADA_PHY,1.919211080920881e-125,23.859890977222843
MMA7660,1.9177935967070206e-125,23.859922079575153
SENSORS_IIO_HWMON,1.5783601272699395e-125,23.868120456996493
VFAT_FS,1.3127240171347618e-125,23.87587406348799
SI1145,1.0698440161442085e-125,23.884479283036004
BMG160_I2C,1.024228891718842e-125,23.886311583455814
SSFDC,9.443117471780917e-126,23.88972742949003
CHARGER_RT9455,7.270240509639612e-126,23.90071929574964
VMWARE_PVSCSI,6.500325514737357e-126,23.905422987235998
KXSD9,5.956250913733405e-126,23.909095437905354
CAN_DEV,4.70060029629307e-126,23.919039411522803
RAW_DRIVER,4.1200565639562885e-126,23.924574468187892
UIO_DMEM_GENIRQ,3.032717757764444e-126,23.937435185155763
RDMA_RXE,3.009813403291823e-126,23.937753296401674
LEDS_MENF21BMC,2.9342494475792198e-126,23.93882018754093
SENSORS_TSL2563,2.9121160905680274e-126,23.93913788698619
NET_DEVLINK,2.8988566778108722e-126,23.939329367558084
LMP91000,2.837501817880136e-126,23.940226936953042
LEDS_INTEL_SS4200,2.418237833146429e-126,23.946934247313017
CHARGER_TPS65217,2.368502366451361e-126,23.94780590352325
IOSCHED_DEADLINE,2.341820015404363e-126,23.948281095769918
X25,2.2084864984704347e-126,23.9507396969363
NVRAM,1.3957294776616586e-126,23.96997727140189
W1_SLAVE_DS2433,1.187086161460757e-126,23.97676145954196
OPT3001,9.460321300892444e-127,23.98626866094481
AD5064,8.558580024719086e-127,23.990463243478978
TIPC,8.086808739660977e-127,23.992837171411963
I2C_XILINX,7.897851390269892e-127,23.993827009794472
SI7005,7.004776248160451e-127,23.998850157828123
NET_SB1000,6.219871733495696e-127,24.00382391452865
HID_SENSOR_TEMP,6.155115625531156e-127,24.004261872922452
BMC150_ACCEL_I2C,4.436903095833319e-127,24.01795551079192
UIO_PRUSS,3.9778741839821105e-127,24.022522535661988
NET_IP_TUNNEL,3.617030317517929e-127,24.026498593870503
BMI160_I2C,3.6139968849039815e-127,24.026533671264836
SCSI_MPT2SAS,3.1760559939496636e-127,24.031933627529995
INFINIBAND_USER_ACCESS,3.0380197308372556e-127,24.03379086811668
NFC_ST_NCI,2.868243269421959e-127,24.03619427076893
